bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,statezip,price,basement,renovated,era_category,lat,lng,10th,ave,ct,dr,ln,ne,nw,pl,rd,se,st,sw,way
3,2.0,7.5652752818989315,9.388235479817224,1.0,0,0,4,7.5652752818989315,0,1966,0,26206-26214 143rd Ave SE,98042,342000.0,0,0,450218.6320663586,47.3887,-122.2129,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,2.5,7.396335293800808,8.980927207648378,1.0,0,0,3,7.1853870155804165,310,1985,0,20101 137th Ave SE,98042,279000.0,1,0,539932.8210941788,47.3887,-122.2129,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
4,3.25,8.326032685955079,11.630895149873224,2.0,0,0,3,8.326032685955079,0,1978,0,13117 NE 33rd St,98005,1900000.0,0,0,539932.8210941788,47.5951,-122.1535,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
3,2.0,7.438383530044307,8.354674261918463,1.0,0,0,3,6.7912214627261855,810,1944,0,2204 W Emerson St,98199,410000.0,1,0,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,2.0,7.138866999945524,8.998631198287637,1.0,0,0,3,7.138866999945524,0,1986,0,21611 SE 266th St,98038,242000.0,0,0,539932.8210941788,47.3659,-122.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
4,2.5,7.8399193600125825,8.758569510991506,2.0,0,0,3,7.533693709848633,670,2000,0,2107 Davis Ave S,98055,380000.0,1,0,614313.8655298545,47.4784,-122.1919,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.75,7.705262474866325,9.362718052397065,1.0,0,0,3,7.146772179452637,950,1950,2005,5608 NE 204th St,98028,320000.0,1,1,450218.6320663586,47.7516,-122.2489,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
4,2.5,7.975908360165538,8.517193191416238,2.0,0,0,3,7.975908360165538,0,2002,0,24923 161st Pl SE,98042,395000.0,0,0,614313.8655298545,47.3668,-122.1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
3,2.0,6.984716320118266,8.886823846515187,1.0,0,0,5,6.984716320118266,0,1947,0,808 NE 117th St,98125,390000.0,0,0,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
2,2.5,7.371489295214277,7.884576510596324,2.0,0,0,3,7.106606137727303,370,2009,0,5937 Delridge Way SW,98106,305000.0,1,0,614313.8655298545,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5609356458103872,0.8278594091144243
3,2.5,7.8709295967551425,9.979846560634877,2.0,0,0,3,7.8709295967551425,0,1992,0,3249 E Ames Lake Dr NE,98053,672000.0,0,0,539932.8210941788,47.6762,-122.1169,0.0,0.0,0.0,0.903802049974529,0.0,0.42795076172597124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.75,7.478734825567875,9.106201332235038,1.0,0,0,5,6.956545443151569,720,1983,0,26418 199th Pl SE,98042,264950.0,1,0,539932.8210941788,47.3668,-122.1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
3,1.0,7.090076835776092,9.480367509189243,1.0,0,0,3,7.090076835776092,0,1943,2002,14301 Interurban Ave S,98168,165000.0,0,1,450218.6320663586,47.4749,-122.2727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.75,7.495541943884256,10.04771775820736,1.0,0,0,3,7.495541943884256,0,1968,1997,32418 NE 50th St,98014,284000.0,0,1,450218.6320663586,47.6442,-121.9041,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
3,2.5,7.8632667240095735,8.883224230278994,2.0,0,0,3,7.8632667240095735,0,1989,0,5054 NE 23rd St,98059,475000.0,0,0,539932.8210941788,47.4784,-122.1919,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
6,4.5,8.245384468120747,10.246225830735987,1.0,0,4,5,8.245384468120747,0,1969,0,18309 17th Pl NW,98177,2005000.0,0,0,450218.6320663586,47.7564,-122.3426,0.0,0.0,0.0,0.0,0.0,0.0,0.8151109468561032,0.5793048802792421,0.0,0.0,0.0,0.0,0.0
2,1.5,6.779921907472252,7.498315870766981,2.0,0,0,3,6.779921907472252,0,1999,0,10546 Stone Ave N,98133,235000.0,0,0,539932.8210941788,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.5,8.245384468120747,9.189321004752108,2.0,0,0,3,8.245384468120747,0,1938,2013,11229 37th Ave SW,98146,825000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
4,2.5,7.8160138391590275,9.702594610156739,1.0,0,0,5,7.31986492980897,970,1959,0,18500-18560 58th Ave NE,98028,560000.0,1,0,450218.6320663586,47.7516,-122.2489,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,6.684611727667927,7.731930721948486,1.0,0,0,5,6.684611727667927,0,1946,0,4235 4th Ave NW,98107,402500.0,0,0,450218.6320663586,47.6211,-122.3244,0.0,0.4437377669767846,0.0,0.0,0.0,0.0,0.8961566794698663,0.0,0.0,0.0,0.0,0.0,0.0
3,2.5,7.7706452341291765,8.971448463693834,2.0,0,0,3,7.7706452341291765,0,2003,0,6504 E Crest View Loop SE,98065,522500.0,0,0,614313.8655298545,47.5293,-121.8412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,3.5,8.013012110368916,8.31434234336979,2.0,0,0,3,7.640123172695364,940,1954,2004,3401-3599 Arapahoe Pl W,98199,439333.333333,1,1,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,1.75,7.1853870155804165,8.733110697638708,1.0,0,0,5,7.1853870155804165,0,1948,1985,15345 Stone Ave N,98133,313000.0,0,1,450218.6320663586,47.7564,-122.3426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,8.026170194946426,9.21463115339334,1.0,0,0,4,7.438383530044307,1360,1968,0,15024 Wallingford Ave N,98133,475000.0,1,0,450218.6320663586,47.7564,-122.3426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.450079569807499,9.169518377455928,1.0,0,0,3,7.02108396428914,600,1961,2004,1915 Ginko St SE,98092,328211.904762,1,1,450218.6320663586,47.3039,-122.2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
3,2.25,7.371489295214277,9.371182897093012,1.0,0,0,3,6.993932975223189,500,1978,0,27523-27527 43rd Ave S,98001,190000.0,1,0,539932.8210941788,47.3039,-122.2108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,7.106606137727303,8.476371196895983,1.0,0,0,3,7.106606137727303,0,1901,0,1915 E Marion St,98122,385000.0,0,0,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,1.75,7.580699752224563,9.004053937728395,1.0,0,0,3,6.887552571664617,980,1948,1994,2419 SW Barton St,98106,340000.0,1,1,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023022875295023,0.7982680968426139,0.0
3,2.0,7.222566018822171,9.028338763993148,1.0,0,0,5,7.222566018822171,0,1964,0,2320 N 161st St,98133,371500.0,0,0,450218.6320663586,47.7564,-122.3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,1.0,6.956545443151569,8.333270353255308,1.0,0,0,4,6.956545443151569,0,1925,1968,2511 NE 65th St,98115,540000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
3,1.75,7.8119734296220225,9.171599543659752,1.0,0,1,4,7.358830898342354,900,1962,0,1018 S 226th St,98198,405000.0,1,0,450218.6320663586,47.3915,-122.3157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,2.25,7.783224016336037,8.575462099540212,1.5,0,0,4,7.1308988302963465,1150,1939,1989,8022 22nd Ave NW,98117,672500.0,1,1,623805.5955773297,47.6211,-122.3244,0.0,0.4437377669767846,0.0,0.0,0.0,0.0,0.8961566794698663,0.0,0.0,0.0,0.0,0.0,0.0
3,1.5,7.134890851565884,7.2254814727822945,3.0,0,0,3,7.134890851565884,0,2004,2003,11716 16th Ave NE,98125,312000.0,0,1,614313.8655298545,47.6211,-122.3244,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3.25,8.354674261918463,10.057323897250996,1.0,0,3,3,7.673223121121708,2100,1967,2011,29211 7th Pl S,98003,465000.0,1,1,450218.6320663586,47.3091,-122.3358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1.0,6.813444599510896,8.1886891244442,1.0,0,0,4,6.813444599510896,0,1909,1989,1617-1621 3rd Ave W,98119,605000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.882314918980268,9.814383077453307,2.0,0,0,3,7.882314918980268,0,1986,0,211 140th Ave SE,98005,725000.0,0,0,539932.8210941788,47.5951,-122.1535,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
4,3.25,8.101677747454572,9.674514542898361,2.0,0,0,5,8.101677747454572,0,1985,0,9213 SE 68th St,98040,1350000.0,0,0,539932.8210941788,47.5661,-122.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
4,3.0,8.221478947267192,9.619000370980867,3.0,0,0,3,8.221478947267192,0,1979,2014,10218 147th Ave SE,98059,500000.0,0,1,539932.8210941788,47.4784,-122.1919,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
4,1.0,7.461640392208575,9.312445594913337,1.5,0,0,3,7.461640392208575,0,1965,1993,2109 N 161st Pl,98133,310000.0,0,1,450218.6320663586,47.7564,-122.3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1.75,7.3395376954076745,8.300280189852664,1.0,0,0,4,7.081708586105575,350,1908,0,1715 46th Ave SW,98116,570000.0,1,0,623805.5955773297,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
4,2.5,8.003028666384733,9.729669736233394,2.0,0,0,3,8.003028666384733,0,1990,2009,19745 NE 127th Pl,98077,800000.0,0,1,539932.8210941788,47.7569,-122.1478,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
4,2.5,7.8632667240095735,9.388570235866881,2.0,0,0,3,7.8632667240095735,0,1988,2000,33134 3rd Ct SW,98023,402500.0,0,1,539932.8210941788,47.3091,-122.3358,0.0,0.0,0.8034783493549739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953339752759005,0.0
2,1.0,6.802394763324311,8.536995818712418,1.0,0,0,4,6.802394763324311,0,1909,1989,7029 16th Ave NW,98117,473000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,0.4437377669767846,0.0,0.0,0.0,0.0,0.8961566794698663,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.63433723562832,8.887652690325586,2.0,0,0,4,7.63433723562832,0,1976,1992,30036-30116 42nd Pl S,98001,237227.857143,0,1,539932.8210941788,47.3039,-122.2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,2.75,8.055157731819678,8.858652969548489,2.0,0,0,3,8.055157731819678,0,2004,2003,1105 273rd Pl SE,98075,800000.0,0,1,614313.8655298545,47.6017,-122.0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
4,3.5,8.499029220788566,9.153134898205403,1.5,0,0,3,8.04237800517328,1800,2007,0,4531 205th Pl NE,98074,1222500.0,1,0,614313.8655298545,47.6017,-122.0416,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
4,2.5,7.600902459542082,9.495519314209846,1.0,0,0,4,7.090076835776092,800,1968,0,3026 S Star Lake Rd,98001,290000.0,1,0,450218.6320663586,47.3039,-122.2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,2.5,7.687080155783135,9.323669057283185,1.0,0,0,4,7.687080155783135,0,1968,0,18911 NE 165th Pl,98072,480500.0,0,0,450218.6320663586,47.7569,-122.1478,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
4,1.0,7.090076835776092,8.881836305004146,1.5,0,0,3,7.090076835776092,0,1944,0,6815 S 120th Pl,98178,135333.333333,0,0,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.851661177889265,8.489821994620105,2.0,0,0,3,7.851661177889265,0,2005,0,27102 227th Pl SE,98038,320000.0,0,0,614313.8655298545,47.3659,-122.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
4,2.75,8.0925452638913,10.839463257726681,2.0,0,0,4,7.908387159290043,550,1983,0,19011 SE 283rd St,98042,435000.0,1,0,539932.8210941788,47.3887,-122.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
4,2.0,7.215239978730097,11.011191717882456,1.0,0,0,3,6.866933284461882,400,1960,2012,36656 55th Pl S,98001,263400.0,1,1,450218.6320663586,47.3039,-122.2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,1.75,7.9157131993821155,9.050171619823361,1.0,0,2,3,7.222566018822171,1370,1954,2005,5524 S Morgan St,98118,657000.0,1,1,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,2.5,7.595889917718538,7.684783943522785,2.0,0,0,3,7.426549072397305,310,2005,0,1102 NW 56th St,98107,595000.0,1,0,614313.8655298545,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.8499731344101603,0.0,0.0,0.0,0.526826034646132,0.0,0.0
5,2.75,8.009695357742922,9.442324727955874,2.0,0,0,3,8.009695357742922,0,1994,0,10717 179th Ct NE,98052,837700.0,0,0,539932.8210941788,47.6762,-122.1169,0.0,0.0,0.8841053150955672,0.0,0.0,0.4672876970558584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.25,7.718685495198466,10.637968596589051,2.0,0,0,3,7.718685495198466,0,1980,0,7304 217th Pl NE,98053,569000.0,0,0,539932.8210941788,47.6762,-122.1169,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
4,2.75,7.8709295967551425,8.728749873478527,2.0,0,0,3,7.8709295967551425,0,2013,1923,996 SE 12th St,98045,475000.0,0,1,614313.8655298545,47.49,-121.7742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
4,4.5,8.25582842728183,9.514215624322715,2.0,0,2,3,8.006367567650246,850,1998,2006,5659 178th Ave SE,98006,995000.0,1,1,539932.8210941788,47.5951,-122.1535,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
2,1.0,6.709304340258298,7.909489492673759,1.0,0,0,3,6.709304340258298,0,1921,2000,4602 Woodlawn Ave N,98103,475000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,7.106606137727303,9.751035429344451,1.0,0,0,4,7.106606137727303,0,1947,1988,13314 NE 104th St,98033,370000.0,0,1,450218.6320663586,47.6974,-122.2054,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
3,2.0,7.402451520818244,7.940227765145702,1.0,0,3,4,6.709304340258298,820,1924,0,3209 S Charles St,98144,570000.0,1,0,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,2.0,7.333023014386481,9.071078304642676,1.0,0,0,4,7.333023014386481,0,1970,0,2925 Morris Ave S,98055,235000.0,0,0,539932.8210941788,47.4784,-122.1919,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.25,7.843848638152472,8.641709066113805,1.0,0,0,3,7.450079569807499,830,2011,0,1225 N 41st Pl,98056,630000.0,1,0,614313.8655298545,47.4784,-122.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,2.5,8.107720061910534,8.941676305360163,2.0,0,0,3,8.107720061910534,0,1995,0,5491 175th Pl SE,98006,950000.0,0,0,539932.8210941788,47.5951,-122.1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
3,1.75,7.426549072397305,12.431094431856156,1.0,0,0,4,6.975413927455952,610,1940,2001,18949 Mountain View Rd NE,98019,350000.0,1,1,450218.6320663586,47.7354,-121.9726,0.0,0.0,0.0,0.0,0.0,0.386339139231587,0.0,0.0,0.9223568016216915,0.0,0.0,0.0,0.0
3,1.75,7.635303886259415,10.542811926398567,1.0,0,0,4,7.258412150595307,650,1973,0,19654 116th Ave SE,98031,310000.0,1,0,539932.8210941788,47.3887,-122.2129,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,2.75,7.644919344958857,9.03049574505712,2.0,0,0,3,7.644919344958857,0,2012,1912,27930 NE 147th Pl,98019,403000.0,0,1,614313.8655298545,47.7354,-121.9726,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
3,1.5,7.450079569807499,8.870522545103873,1.5,0,0,4,7.450079569807499,0,1952,0,17050 14th Avenue Northeast,98155,341000.0,0,0,450218.6320663586,47.7564,-122.3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.951559331155252,9.143559338285831,2.0,0,0,3,7.951559331155252,0,1990,2009,1920 224th Pl NE,98074,650000.0,0,1,539932.8210941788,47.6017,-122.0416,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
4,1.75,7.803843303538772,9.495519314209846,1.0,0,2,4,7.396335293800808,820,1987,0,5028 157th Ave SE,98006,760000.0,1,0,539932.8210941788,47.5951,-122.1535,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
2,1.0,6.802394763324311,7.975908360165538,1.0,0,0,5,6.802394763324311,0,1924,1956,519 NE 79th St,98115,381500.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
3,2.5,7.9157131993821155,11.328990607506299,2.0,0,4,3,7.9157131993821155,0,1973,2013,27200-27218 52nd Ave S,98032,400000.0,0,1,539932.8210941788,47.3887,-122.2129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.5,7.640123172695364,8.56483984488359,1.0,0,0,3,7.081708586105575,890,1959,1989,11812 33rd Ave NE,98125,399950.0,1,1,450218.6320663586,47.6211,-122.3244,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,6.593044534142437,7.571473648851271,1.0,0,0,3,6.593044534142437,0,2008,0,924 26th Ave S,98144,321500.0,0,0,614313.8655298545,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.0,8.431635303054591,9.121509158269568,2.0,0,0,3,8.157657015196472,1100,1981,2013,13003 13th Ave NW,98177,960000.0,1,1,539932.8210941788,47.6211,-122.3244,0.0,0.4437377669767846,0.0,0.0,0.0,0.0,0.8961566794698663,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,7.3777589082278725,8.898911905794401,1.0,0,0,4,7.3777589082278725,0,1958,1972,1496 Aberdeen Ave NE,98056,340000.0,0,1,450218.6320663586,47.4784,-122.1919,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,7.24422751560335,8.910585718290132,1.0,0,0,3,7.24422751560335,0,1944,0,624 SW 137th St,98166,246000.0,0,0,450218.6320663586,47.4762,-122.3394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023022875295023,0.7982680968426139,0.0
4,2.75,8.202482446576537,10.786242183190828,1.5,0,0,4,8.202482446576537,0,1978,2000,18534 186th Pl NE,98077,697000.0,0,1,539932.8210941788,47.7569,-122.1478,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
5,2.75,8.055157731819678,8.870522545103873,2.0,0,0,3,8.055157731819678,0,2013,1923,8082-8160 142nd Ave NE,98052,819900.0,0,1,614313.8655298545,47.6762,-122.1169,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.893572073504902,9.125326997649227,2.0,0,0,3,7.893572073504902,0,1989,0,26118 SE 39th Ct,98029,620000.0,0,0,539932.8210941788,47.544,-122.0471,0.0,0.0,0.8698694477814449,0.0,0.0,0.0,0.0,0.0,0.0,0.4932820124598141,0.0,0.0,0.0
4,3.5,8.268731832117737,9.03491498187007,2.0,0,0,3,8.268731832117737,0,2006,0,10908 101st Pl NE,98033,1040000.0,0,0,614313.8655298545,47.6974,-122.2054,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
5,2.5,7.696212639346407,8.313852267398207,1.5,0,0,5,7.258412150595307,780,1916,0,8007 Fremont Ave N,98103,547000.0,1,0,623805.5955773297,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.705262474866325,8.349484346990128,2.0,0,0,3,7.705262474866325,0,2014,0,11283-11399 5th Ave SW,98146,334990.0,0,0,614313.8655298545,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
3,2.75,7.450079569807499,10.239959789157341,1.0,0,0,4,7.450079569807499,0,1958,1972,18401 124th Ave SE,98058,326000.0,0,1,450218.6320663586,47.4784,-122.1919,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
2,1.0,7.843848638152472,9.983914801648742,1.0,0,1,4,7.383989457978509,940,1958,1972,22320 11th Ave S,98198,180785.714286,1,1,450218.6320663586,47.3915,-122.3157,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.5,7.090076835776092,9.181940897454485,1.0,0,0,4,7.090076835776092,0,1965,0,14034 SE 201st St,98042,242500.0,0,0,450218.6320663586,47.3887,-122.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
3,1.75,7.07326971745971,9.5674552191433,1.0,0,0,3,7.07326971745971,0,1981,2013,45506 SE Tanner Rd,98045,455000.0,0,1,539932.8210941788,47.49,-121.7742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9121270609562085,0.4099075806464052,0.0,0.0,0.0
2,1.0,6.551080335043404,7.755338812846501,1.0,0,0,3,6.551080335043404,0,1945,2010,2632 NW North Beach Dr,98117,367000.0,0,1,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.7778107561058217,0.0,0.0,0.6284985502657026,0.0,0.0,0.0,0.0,0.0,0.0
3,2.5,7.6255950721324535,10.596709730283713,1.0,0,0,4,7.358830898342354,480,1977,0,14710 255th Ave SE,98027,439500.0,1,0,539932.8210941788,47.544,-122.0471,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
2,1.75,7.31986492980897,8.513185170018698,1.0,0,0,3,7.31986492980897,0,2006,0,13471 Adair Creek Way NE,98053,419000.0,0,0,614313.8655298545,47.6762,-122.1169,0.0,0.0,0.0,0.0,0.0,0.4351715508224238,0.0,0.0,0.0,0.0,0.0,0.0,0.9003475558665146
4,2.5,7.6255950721324535,8.757783656334167,2.0,0,0,3,7.6255950721324535,0,1988,2000,24610 SE 45th Way,98029,530000.0,0,1,539932.8210941788,47.544,-122.0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46035633440980933,0.0,0.0,0.8877342200054945
3,2.0,7.580699752224563,9.480367509189243,1.0,0,2,5,7.408530566894626,310,1957,0,17825 4th Ave SW,98166,403000.0,1,0,450218.6320663586,47.4343,-122.3436,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
3,1.75,6.856461984594587,8.699514748210191,1.0,0,0,3,6.672032945461067,160,1939,1969,1237 S Sullivan St,98108,230000.0,1,1,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
